"Data from Richmond MathScience Innovation Center (37.55652, -77.40027)
* Davis data from 11/2 on may be off by one hour; daylight savings time doesn't appear to have been accounted for when the data was downloaded from Davis (weatherlink.com)",,,,,
"DEQ Date & Time
(UTC)","DEQ PM2.5
(ug/m^3)","Davis Date & Time*
(UTC)","Davis PM2.5
(ug/m^3)","PurpleAir Date & Time 
(UTC)","PurpleAir PM2.5
CORRECTED
(ug/m^3)"
4/30/2025 15:00:00,8.8,4/30/2025 15:00:00,8.3,4/30/2025 15:01:20,7.35
4/30/2025 16:00:00,6.8,4/30/2025 16:00:00,7.0,4/30/2025 16:01:21,6.91
4/30/2025 17:00:00,6.7,4/30/2025 17:00:00,6.0,4/30/2025 17:01:21,6.85
4/30/2025 18:00:00,6.8,4/30/2025 18:00:00,5.8,4/30/2025 18:01:22,6.95
4/30/2025 19:00:00,7.3,4/30/2025 19:00:00,6.8,4/30/2025 19:01:22,7.37
4/30/2025 20:00:00,7.1,4/30/2025 20:00:00,6.8,4/30/2025 20:01:23,7.24
4/30/2025 21:00:00,6.8,4/30/2025 21:00:00,6.0,4/30/2025 21:01:23,6.98
4/30/2025 22:00:00,6.7,4/30/2025 22:00:00,5.8,4/30/2025 22:01:24,6.78
4/30/2025 23:00:00,7.3,4/30/2025 23:00:00,6.3,4/30/2025 23:01:25,6.93
5/1/2025 0:00:00,10.2,5/1/2025 0:00:00,13.3,5/1/2025 0:01:25,8.90
5/1/2025 1:00:00,11.1,5/1/2025 1:00:00,15.8,5/1/2025 1:01:26,9.22
5/1/2025 2:00:00,11.2,5/1/2025 2:00:00,16.0,5/1/2025 2:01:26,9.21
5/1/2025 3:00:00,11.8,5/1/2025 3:00:00,17.8,5/1/2025 3:01:27,9.57
5/1/2025 4:00:00,12.4,5/1/2025 4:00:00,18.5,5/1/2025 4:01:28,9.49
5/1/2025 5:00:00,12.6,5/1/2025 5:00:00,20.3,5/1/2025 5:03:28,9.48
5/1/2025 6:00:00,11.7,5/1/2025 6:00:00,20.5,5/1/2025 6:01:29,9.52
5/1/2025 7:00:00,12.3,5/1/2025 7:00:00,21.8,5/1/2025 7:01:29,9.71
5/1/2025 8:00:00,12.5,5/1/2025 8:00:00,22.0,5/1/2025 8:01:31,10.16
5/1/2025 9:00:00,13.2,5/1/2025 9:00:00,23.0,5/1/2025 9:01:30,10.30
5/1/2025 10:00:00,13.3,5/1/2025 10:00:00,24.8,5/1/2025 10:01:31,10.78
5/1/2025 11:00:00,15.1,5/1/2025 11:00:00,28.0,5/1/2025 11:01:31,12.99
5/1/2025 12:00:00,14.3,5/1/2025 12:00:00,27.8,5/1/2025 12:03:32,12.80
5/1/2025 13:00:00,12,5/1/2025 13:00:00,22.0,5/1/2025 13:01:32,11.57
5/1/2025 14:00:00,11.5,5/1/2025 14:00:00,19.3,5/1/2025 14:01:33,11.85
5/1/2025 15:00:00,12,5/1/2025 15:00:00,20.5,5/1/2025 15:01:34,12.71
5/1/2025 16:00:00,12.9,5/1/2025 16:00:00,20.5,5/1/2025 16:01:34,12.78
5/1/2025 17:00:00,12.9,5/1/2025 17:00:00,18.8,5/1/2025 17:01:35,12.19
5/1/2025 18:00:00,13.9,5/1/2025 18:00:00,19.0,5/1/2025 18:01:35,12.46
5/1/2025 19:00:00,13.4,5/1/2025 19:00:00,17.5,5/1/2025 19:01:36,11.30
5/1/2025 20:00:00,13.6,5/1/2025 20:00:00,14.8,5/1/2025 20:01:37,11.15
5/1/2025 21:00:00,15.5,5/1/2025 21:00:00,18.5,5/1/2025 21:01:37,12.13
5/1/2025 22:00:00,12.8,5/1/2025 22:00:00,15.0,5/1/2025 22:01:38,10.03
5/1/2025 23:00:00,11.2,5/1/2025 23:00:00,12.3,5/1/2025 23:01:38,9.07
5/2/2025 0:00:00,11.2,5/2/2025 0:00:00,12.0,5/2/2025 0:01:39,9.04
5/2/2025 1:00:00,13.4,5/2/2025 1:00:00,16.0,5/2/2025 1:01:39,10.46
5/2/2025 2:00:00,13.5,5/2/2025 2:00:00,17.3,5/2/2025 2:01:40,10.31
5/2/2025 3:00:00,13,5/2/2025 3:00:00,17.0,5/2/2025 3:01:41,9.99
5/2/2025 4:00:00,,5/2/2025 4:00:00,17.3,5/2/2025 4:01:41,9.42
5/2/2025 5:00:00,11.4,5/2/2025 5:00:00,13.3,5/2/2025 5:03:42,7.81
5/2/2025 6:00:00,10.3,5/2/2025 6:00:00,10.5,5/2/2025 6:01:42,6.75
5/2/2025 7:00:00,9.8,5/2/2025 7:00:00,9.5,5/2/2025 7:01:43,6.02
5/2/2025 8:00:00,9.7,5/2/2025 8:00:00,9.3,5/2/2025 8:01:46,5.39
5/2/2025 9:00:00,9.8,5/2/2025 9:00:00,9.0,5/2/2025 9:01:44,4.99
5/2/2025 10:00:00,9.5,5/2/2025 10:00:00,8.3,5/2/2025 10:01:45,4.85
5/2/2025 11:00:00,10.2,5/2/2025 11:00:00,8.5,5/2/2025 11:01:45,5.01
5/2/2025 12:00:00,11.1,5/2/2025 12:00:00,10.5,5/2/2025 12:01:46,6.23
5/2/2025 13:00:00,11.4,5/2/2025 13:00:00,11.8,5/2/2025 13:01:46,7.96
5/2/2025 14:00:00,10.4,5/2/2025 14:00:00,11.5,5/2/2025 14:01:47,8.11
5/2/2025 15:00:00,10.3,5/2/2025 15:00:00,10.8,5/2/2025 15:01:48,8.48
5/2/2025 16:00:00,9.2,5/2/2025 16:00:00,9.3,5/2/2025 16:01:48,7.80
5/2/2025 17:00:00,8.6,5/2/2025 17:00:00,7.5,5/2/2025 17:01:49,7.52
5/2/2025 18:00:00,7.9,5/2/2025 18:00:00,6.5,5/2/2025 18:01:49,7.08
5/2/2025 19:00:00,8.4,5/2/2025 19:00:00,6.3,5/2/2025 19:01:50,7.55
5/2/2025 20:00:00,13.5,5/2/2025 20:00:00,14.8,5/2/2025 20:01:51,11.11
5/2/2025 21:00:00,7.8,5/2/2025 21:00:00,7.3,5/2/2025 21:01:51,6.85
5/2/2025 22:00:00,7.3,5/2/2025 22:00:00,5.3,5/2/2025 22:01:52,6.43
5/2/2025 23:00:00,7.8,5/2/2025 23:00:00,6.0,5/2/2025 23:01:52,6.58
5/3/2025 0:00:00,8.6,5/3/2025 0:00:00,7.5,5/3/2025 0:01:53,6.92
5/3/2025 1:00:00,8.5,5/3/2025 1:00:00,8.3,5/3/2025 1:01:53,6.85
5/3/2025 2:00:00,8.7,5/3/2025 2:00:00,8.0,5/3/2025 2:01:54,7.09
5/3/2025 3:00:00,9,5/3/2025 3:00:00,10.0,5/3/2025 3:01:54,7.17
5/3/2025 4:00:00,9.1,5/3/2025 4:00:00,9.8,5/3/2025 4:01:55,6.82
5/3/2025 5:00:00,9.1,5/3/2025 5:00:00,10.0,5/3/2025 5:03:55,5.84
5/3/2025 6:00:00,8.4,5/3/2025 6:00:00,9.5,5/3/2025 6:01:56,5.43
5/3/2025 7:00:00,6.1,5/3/2025 7:00:00,6.5,5/3/2025 7:01:56,4.02
5/3/2025 8:00:00,5.4,5/3/2025 8:00:00,5.0,5/3/2025 8:01:57,3.17
5/3/2025 9:00:00,6.3,5/3/2025 9:00:00,6.5,5/3/2025 9:01:58,3.14
5/3/2025 10:00:00,6.3,5/3/2025 10:00:00,7.5,5/3/2025 10:01:58,3.21
5/3/2025 11:00:00,7.4,5/3/2025 11:00:00,8.0,5/3/2025 11:01:59,3.58
5/3/2025 12:00:00,8.5,5/3/2025 12:00:00,8.3,5/3/2025 12:01:59,4.40
5/3/2025 13:00:00,9.1,5/3/2025 13:00:00,8.0,5/3/2025 13:02:00,5.64
5/3/2025 14:00:00,9,5/3/2025 14:00:00,8.0,5/3/2025 14:02:01,5.94
5/3/2025 15:00:00,9.5,5/3/2025 15:00:00,8.5,5/3/2025 15:02:01,6.78
5/3/2025 16:00:00,10.1,5/3/2025 16:00:00,10.0,5/3/2025 16:02:02,7.28
5/3/2025 17:00:00,10.1,5/3/2025 17:00:00,9.8,5/3/2025 17:02:02,7.32
5/3/2025 18:00:00,10,5/3/2025 18:00:00,9.3,5/3/2025 18:02:03,7.31
5/3/2025 19:00:00,9.4,5/3/2025 19:00:00,8.8,5/3/2025 19:02:03,6.69
5/3/2025 20:00:00,8.9,5/3/2025 20:00:00,6.8,5/3/2025 20:02:04,6.17
5/3/2025 21:00:00,8.8,5/3/2025 21:00:00,6.8,5/3/2025 21:02:04,6.19
5/3/2025 22:00:00,8.2,5/3/2025 22:00:00,5.3,5/3/2025 22:00:05,5.84
5/3/2025 23:00:00,8.3,5/3/2025 23:00:00,5.3,5/3/2025 23:02:06,5.67
5/4/2025 0:00:00,8.5,5/4/2025 0:00:00,5.3,5/4/2025 0:02:06,5.59
5/4/2025 1:00:00,8.9,5/4/2025 1:00:00,6.0,5/4/2025 1:02:07,5.45
5/4/2025 2:00:00,8.7,5/4/2025 2:00:00,5.0,5/4/2025 2:00:07,4.92
5/4/2025 3:00:00,8.4,5/4/2025 3:00:00,5.0,5/4/2025 3:02:08,4.65
5/4/2025 4:00:00,6.7,5/4/2025 4:00:00,4.5,5/4/2025 4:02:09,4.03
5/4/2025 5:00:00,5,5/4/2025 5:00:00,3.8,5/4/2025 5:04:16,3.01
5/4/2025 6:00:00,5.5,5/4/2025 6:00:00,4.0,5/4/2025 6:02:16,2.94
5/4/2025 7:00:00,5.5,5/4/2025 7:00:00,5.5,5/4/2025 7:02:17,2.15
5/4/2025 8:00:00,6.7,5/4/2025 8:00:00,7.5,5/4/2025 8:02:17,3.10
5/4/2025 9:00:00,10.3,5/4/2025 9:00:00,15.8,5/4/2025 9:02:18,6.64
5/4/2025 10:00:00,8.6,5/4/2025 10:00:00,13.8,5/4/2025 10:00:18,4.37
5/4/2025 11:00:00,7.7,5/4/2025 11:00:00,11.3,5/4/2025 11:02:19,3.17
5/4/2025 12:00:00,4.7,5/4/2025 12:00:00,5.0,5/4/2025 12:02:20,0.04
5/4/2025 13:00:00,3.5,5/4/2025 13:00:00,2.0,5/4/2025 13:02:20,-0.47
5/4/2025 14:00:00,4.3,5/4/2025 14:00:00,2.8,5/4/2025 14:00:20,0.70
5/4/2025 15:00:00,5.2,5/4/2025 15:00:00,4.5,5/4/2025 15:02:21,1.64
5/4/2025 16:00:00,4.5,5/4/2025 16:00:00,3.3,5/4/2025 16:00:22,1.89
5/4/2025 17:00:00,3.9,5/4/2025 17:00:00,1.5,5/4/2025 17:00:22,2.38
5/4/2025 18:00:00,3.6,5/4/2025 18:00:00,1.8,5/4/2025 18:02:23,1.11
5/4/2025 19:00:00,3.3,5/4/2025 19:00:00,1.8,5/4/2025 19:00:23,1.59
5/4/2025 20:00:00,2.7,5/4/2025 20:00:00,0.0,5/4/2025 20:00:24,1.82
5/4/2025 21:00:00,2.7,5/4/2025 21:00:00,0.0,5/4/2025 21:02:25,1.72
5/4/2025 22:00:00,2.8,5/4/2025 22:00:00,0.0,5/4/2025 22:00:25,1.99
5/4/2025 23:00:00,3.5,5/4/2025 23:00:00,1.0,5/4/2025 23:00:25,2.10
5/5/2025 0:00:00,4.2,5/5/2025 0:00:00,3.3,5/5/2025 0:02:27,1.77
5/5/2025 1:00:00,4,5/5/2025 1:00:00,3.0,5/5/2025 1:00:27,1.09
5/5/2025 2:00:00,4.6,5/5/2025 2:00:00,4.0,5/5/2025 2:00:27,1.18
5/5/2025 3:00:00,4.9,5/5/2025 3:00:00,5.5,5/5/2025 3:00:28,1.56
5/5/2025 4:00:00,5.2,5/5/2025 4:00:00,6.0,5/5/2025 4:00:28,1.74
5/5/2025 5:00:00,5.7,5/5/2025 5:00:00,6.5,5/5/2025 5:04:29,2.26
5/5/2025 6:00:00,6.1,5/5/2025 6:00:00,8.5,5/5/2025 6:02:29,2.83
5/5/2025 7:00:00,6.2,5/5/2025 7:00:00,11.5,5/5/2025 7:00:30,4.29
5/5/2025 8:00:00,5.3,5/5/2025 8:00:00,10.0,5/5/2025 8:00:30,3.96
5/5/2025 9:00:00,5.6,5/5/2025 9:00:00,10.8,5/5/2025 9:00:32,4.51
5/5/2025 10:00:00,4.4,5/5/2025 10:00:00,9.5,5/5/2025 10:00:32,2.99
5/5/2025 11:00:00,4,5/5/2025 11:00:00,8.3,5/5/2025 11:02:32,3.03
5/5/2025 12:00:00,4.5,5/5/2025 12:00:00,9.5,5/5/2025 12:00:33,2.60
5/5/2025 13:00:00,2.1,5/5/2025 13:00:00,0.3,5/5/2025 13:02:34,-0.41
5/5/2025 14:00:00,2,5/5/2025 14:00:00,0.0,5/5/2025 14:00:34,1.33
5/5/2025 15:00:00,2.3,5/5/2025 15:00:00,0.0,5/5/2025 15:02:35,2.17
5/5/2025 16:00:00,2.9,5/5/2025 16:00:00,0.0,5/5/2025 16:02:36,3.29
5/5/2025 17:00:00,5.4,5/5/2025 17:00:00,3.0,5/5/2025 17:02:36,5.79
5/5/2025 18:00:00,6.2,5/5/2025 18:00:00,5.5,5/5/2025 18:00:37,6.28
5/5/2025 19:00:00,6.7,5/5/2025 19:00:00,6.0,5/5/2025 19:00:41,6.71
5/5/2025 20:00:00,5.9,5/5/2025 20:00:00,4.5,5/5/2025 20:00:44,5.35
5/5/2025 21:00:00,5.8,5/5/2025 21:00:00,5.0,5/5/2025 21:00:44,2.17
5/5/2025 22:00:00,6.7,5/5/2025 22:00:00,9.0,5/5/2025 22:00:45,3.19
5/5/2025 23:00:00,6.9,5/5/2025 23:00:00,12.3,5/5/2025 23:00:45,4.33
5/6/2025 0:00:00,7.4,5/6/2025 0:00:00,13.0,5/6/2025 0:00:46,4.87
5/6/2025 1:00:00,7.1,5/6/2025 1:00:00,14.0,5/6/2025 1:02:46,4.54
5/6/2025 2:00:00,5.5,5/6/2025 2:00:00,6.8,5/6/2025 2:02:48,1.37
5/6/2025 3:00:00,6.5,5/6/2025 3:00:00,7.0,5/6/2025 3:00:48,1.84
5/6/2025 4:00:00,6.4,5/6/2025 4:00:00,7.5,5/6/2025 4:00:49,2.17
5/6/2025 5:00:00,6,5/6/2025 5:00:00,8.8,5/6/2025 5:04:50,3.09
5/6/2025 6:00:00,6,5/6/2025 6:00:00,10.5,5/6/2025 6:00:50,3.83
5/6/2025 7:00:00,6.8,5/6/2025 7:00:00,12.0,5/6/2025 7:00:50,4.24
5/6/2025 8:00:00,6.6,5/6/2025 8:00:00,11.3,5/6/2025 8:00:51,3.76
5/6/2025 9:00:00,7.1,5/6/2025 9:00:00,11.0,5/6/2025 9:02:52,4.00
5/6/2025 10:00:00,6.8,5/6/2025 10:00:00,12.0,5/6/2025 10:00:52,5.07
5/6/2025 11:00:00,8,5/6/2025 11:00:00,18.0,5/6/2025 11:00:53,8.04
5/6/2025 12:00:00,8.4,5/6/2025 12:00:00,21.3,5/6/2025 12:00:53,8.67
5/6/2025 13:00:00,8.1,5/6/2025 13:00:00,20.0,5/6/2025 13:00:54,8.23
5/6/2025 14:00:00,6.3,5/6/2025 14:00:00,12.0,5/6/2025 14:02:55,5.38
5/6/2025 15:00:00,6.9,5/6/2025 15:00:00,11.5,5/6/2025 15:00:56,6.70
5/6/2025 16:00:00,6.1,5/6/2025 16:00:00,6.8,5/6/2025 16:00:56,5.79
5/6/2025 17:00:00,3.8,5/6/2025 17:00:00,1.5,5/6/2025 17:00:56,4.18
5/6/2025 18:00:00,2.9,5/6/2025 18:00:00,0.0,5/6/2025 18:01:00,4.00
5/6/2025 19:00:00,3.1,5/6/2025 19:00:00,0.0,5/6/2025 19:00:59,4.20
5/6/2025 20:00:00,3.4,5/6/2025 20:00:00,0.0,5/6/2025 20:01:00,4.27
5/6/2025 21:00:00,3.5,5/6/2025 21:00:00,0.3,5/6/2025 21:01:03,4.32
5/6/2025 22:00:00,3.5,5/6/2025 22:00:00,0.5,5/6/2025 22:01:04,4.35
5/6/2025 23:00:00,3.7,5/6/2025 23:00:00,1.0,5/6/2025 23:01:02,4.21
5/7/2025 0:00:00,3.9,5/7/2025 0:00:00,1.8,5/7/2025 0:01:02,4.13
5/7/2025 1:00:00,4.7,5/7/2025 1:00:00,3.0,5/7/2025 1:01:03,4.24
5/7/2025 2:00:00,5.8,5/7/2025 2:00:00,5.3,5/7/2025 2:01:03,4.22
5/7/2025 3:00:00,6.5,5/7/2025 3:00:00,7.0,5/7/2025 3:01:04,4.07
5/7/2025 4:00:00,7,5/7/2025 4:00:00,8.0,5/7/2025 4:01:04,3.90
5/7/2025 5:00:00,7.3,5/7/2025 5:00:00,9.0,5/7/2025 5:03:05,3.97
5/7/2025 6:00:00,7.8,5/7/2025 6:00:00,10.8,5/7/2025 6:01:05,4.45
5/7/2025 7:00:00,7.7,5/7/2025 7:00:00,10.5,5/7/2025 7:01:06,4.20
5/7/2025 8:00:00,7.5,5/7/2025 8:00:00,10.5,5/7/2025 8:01:07,4.07
5/7/2025 9:00:00,7.5,5/7/2025 9:00:00,10.8,5/7/2025 9:01:07,4.24
5/7/2025 10:00:00,8.6,5/7/2025 10:00:00,14.0,5/7/2025 10:01:08,5.70
5/7/2025 11:00:00,7.8,5/7/2025 11:00:00,13.8,5/7/2025 11:01:08,5.60
5/7/2025 12:00:00,6.2,5/7/2025 12:00:00,7.5,5/7/2025 12:01:09,4.96
5/7/2025 13:00:00,4.7,5/7/2025 13:00:00,3.8,5/7/2025 13:01:09,4.76
5/7/2025 14:00:00,3.8,5/7/2025 14:00:00,1.0,5/7/2025 14:01:10,4.66
5/7/2025 15:00:00,4.3,5/7/2025 15:00:00,1.5,5/7/2025 15:01:10,4.95
5/7/2025 16:00:00,4.2,5/7/2025 16:00:00,2.0,5/7/2025 16:01:11,5.16
5/7/2025 17:00:00,3.9,5/7/2025 17:00:00,1.3,5/7/2025 17:01:15,5.18
5/7/2025 18:00:00,4.2,5/7/2025 18:00:00,2.0,5/7/2025 18:01:16,5.25
5/7/2025 19:00:00,4.4,5/7/2025 19:00:00,2.0,5/7/2025 19:01:15,5.45
5/7/2025 20:00:00,4.9,5/7/2025 20:00:00,3.0,5/7/2025 20:01:16,5.58
5/7/2025 21:00:00,5.1,5/7/2025 21:00:00,3.8,5/7/2025 21:01:16,5.66
5/7/2025 22:00:00,5.3,5/7/2025 22:00:00,4.0,5/7/2025 22:01:17,5.63
5/7/2025 23:00:00,5.4,5/7/2025 23:00:00,4.0,5/7/2025 23:01:18,5.23
5/8/2025 0:00:00,6.3,5/8/2025 0:00:00,5.3,5/8/2025 0:01:18,4.97
5/8/2025 1:00:00,6,5/8/2025 1:00:00,6.0,5/8/2025 1:01:19,4.51
5/8/2025 2:00:00,5.8,5/8/2025 2:00:00,6.0,5/8/2025 2:01:19,4.56
5/8/2025 3:00:00,6,5/8/2025 3:00:00,6.8,5/8/2025 3:01:20,4.56
5/8/2025 4:00:00,5.8,5/8/2025 4:00:00,7.0,5/8/2025 4:01:20,3.96
5/8/2025 5:00:00,5.7,5/8/2025 5:00:00,7.0,5/8/2025 5:03:21,3.67
5/8/2025 6:00:00,5.6,5/8/2025 6:00:00,7.0,5/8/2025 6:01:22,3.61
5/8/2025 7:00:00,5.7,5/8/2025 7:00:00,7.0,5/8/2025 7:01:22,3.47
5/8/2025 8:00:00,5.8,5/8/2025 8:00:00,8.0,5/8/2025 8:01:23,3.48
5/8/2025 9:00:00,6.2,5/8/2025 9:00:00,8.8,5/8/2025 9:01:23,3.67
5/8/2025 10:00:00,6.7,5/8/2025 10:00:00,10.5,5/8/2025 10:01:24,4.12
5/8/2025 11:00:00,7.2,5/8/2025 11:00:00,12.3,5/8/2025 11:01:24,5.54
5/8/2025 12:00:00,7.9,5/8/2025 12:00:00,12.5,5/8/2025 12:01:25,7.06
5/8/2025 13:00:00,9.6,5/8/2025 13:00:00,12.8,5/8/2025 13:01:26,8.50
5/8/2025 14:00:00,9.5,5/8/2025 14:00:00,11.3,5/8/2025 14:01:26,8.51
5/8/2025 15:00:00,8.4,5/8/2025 15:00:00,9.0,5/8/2025 15:01:27,7.96
5/8/2025 16:00:00,8.3,5/8/2025 16:00:00,8.3,5/8/2025 16:01:27,7.85
5/8/2025 17:00:00,9.1,5/8/2025 17:00:00,8.5,5/8/2025 17:01:28,8.52
5/8/2025 18:00:00,9.7,5/8/2025 18:00:00,10.3,5/8/2025 18:01:29,8.94
5/8/2025 19:00:00,9.4,5/8/2025 19:00:00,9.8,5/8/2025 19:01:31,8.49
5/8/2025 20:00:00,9.5,5/8/2025 20:00:00,10.0,5/8/2025 20:01:30,8.75
5/8/2025 21:00:00,10.2,5/8/2025 21:00:00,10.5,5/8/2025 21:01:30,8.92
5/8/2025 22:00:00,10.4,5/8/2025 22:00:00,11.5,5/8/2025 22:01:31,8.93
5/8/2025 23:00:00,11,5/8/2025 23:00:00,12.8,5/8/2025 23:01:32,9.35
5/9/2025 0:00:00,10.1,5/9/2025 0:00:00,13.8,5/9/2025 0:01:32,8.64
5/9/2025 1:00:00,9.8,5/9/2025 1:00:00,14.0,5/9/2025 1:01:33,7.81
5/9/2025 2:00:00,9.4,5/9/2025 2:00:00,15.3,5/9/2025 2:01:33,6.36
5/9/2025 3:00:00,4.4,5/9/2025 3:00:00,4.5,5/9/2025 3:01:34,-0.24
5/9/2025 4:00:00,3.2,5/9/2025 4:00:00,1.8,5/9/2025 4:01:35,-0.78
5/9/2025 5:00:00,3.8,5/9/2025 5:00:00,2.5,5/9/2025 5:03:35,-0.18
5/9/2025 6:00:00,4.7,5/9/2025 6:00:00,3.8,5/9/2025 6:01:36,0.25
5/9/2025 7:00:00,5.1,5/9/2025 7:00:00,4.5,5/9/2025 7:01:36,0.80
5/9/2025 8:00:00,5.7,5/9/2025 8:00:00,7.8,5/9/2025 8:01:37,1.89
5/9/2025 9:00:00,7.1,5/9/2025 9:00:00,10.3,5/9/2025 9:01:37,4.11
5/9/2025 10:00:00,6.9,5/9/2025 10:00:00,10.8,5/9/2025 10:01:38,2.94
5/9/2025 11:00:00,6.1,5/9/2025 11:00:00,7.8,5/9/2025 11:01:38,2.65
5/9/2025 12:00:00,6.5,5/9/2025 12:00:00,10.8,5/9/2025 12:01:39,4.51
5/9/2025 13:00:00,6.5,5/9/2025 13:00:00,10.3,5/9/2025 13:01:40,4.67
5/9/2025 14:00:00,6.5,5/9/2025 14:00:00,10.3,5/9/2025 14:01:40,4.51
5/9/2025 15:00:00,6.2,5/9/2025 15:00:00,10.8,5/9/2025 15:01:41,4.76
5/9/2025 16:00:00,5.8,5/9/2025 16:00:00,8.8,5/9/2025 16:01:41,5.02
5/9/2025 17:00:00,4.9,5/9/2025 17:00:00,5.8,5/9/2025 17:01:42,4.70
5/9/2025 18:00:00,4.4,5/9/2025 18:00:00,3.5,5/9/2025 18:01:42,4.16
5/9/2025 19:00:00,4.2,5/9/2025 19:00:00,2.3,5/9/2025 19:01:43,4.01
5/9/2025 20:00:00,3.2,5/9/2025 20:00:00,1.0,5/9/2025 20:01:43,2.52
5/9/2025 21:00:00,3.3,5/9/2025 21:00:00,1.3,5/9/2025 21:01:44,0.65
5/9/2025 22:00:00,3.9,5/9/2025 22:00:00,3.3,5/9/2025 22:01:45,0.54
5/9/2025 23:00:00,3.6,5/9/2025 23:00:00,2.8,5/9/2025 23:01:45,0.48
5/10/2025 0:00:00,3.5,5/10/2025 0:00:00,2.0,5/10/2025 0:01:46,0.29
5/10/2025 1:00:00,4.2,5/10/2025 1:00:00,3.8,5/10/2025 1:01:46,0.66
5/10/2025 2:00:00,6.1,5/10/2025 2:00:00,6.8,5/10/2025 2:01:47,2.79
5/10/2025 3:00:00,7.2,5/10/2025 3:00:00,11.8,5/10/2025 3:01:48,3.56
5/10/2025 4:00:00,6.2,5/10/2025 4:00:00,9.0,5/10/2025 4:01:48,2.76
5/10/2025 5:00:00,5.9,5/10/2025 5:00:00,7.5,5/10/2025 5:03:49,1.92
5/10/2025 6:00:00,5.4,5/10/2025 6:00:00,6.0,5/10/2025 6:01:49,1.73
5/10/2025 7:00:00,5.2,5/10/2025 7:00:00,6.5,5/10/2025 7:01:50,1.70
5/10/2025 8:00:00,4.7,5/10/2025 8:00:00,5.0,5/10/2025 8:01:51,1.20
5/10/2025 9:00:00,4.3,5/10/2025 9:00:00,4.0,5/10/2025 9:01:51,1.05
5/10/2025 10:00:00,4.3,5/10/2025 10:00:00,4.0,5/10/2025 10:01:52,1.09
5/10/2025 11:00:00,4.2,5/10/2025 11:00:00,3.8,5/10/2025 11:01:52,1.82
5/10/2025 12:00:00,3.9,5/10/2025 12:00:00,2.3,5/10/2025 12:01:53,3.04
5/10/2025 13:00:00,3.7,5/10/2025 13:00:00,1.3,5/10/2025 13:01:53,4.17
5/10/2025 14:00:00,4.1,5/10/2025 14:00:00,1.8,5/10/2025 14:01:54,5.01
5/10/2025 15:00:00,3.7,5/10/2025 15:00:00,1.8,5/10/2025 15:01:54,4.93
5/10/2025 16:00:00,3.4,5/10/2025 16:00:00,0.8,5/10/2025 16:01:55,4.98
5/10/2025 17:00:00,3.3,5/10/2025 17:00:00,0.0,5/10/2025 17:01:56,5.05
5/10/2025 18:00:00,3.3,5/10/2025 18:00:00,0.0,5/10/2025 18:01:56,5.09
5/10/2025 19:00:00,3.3,5/10/2025 19:00:00,0.0,5/10/2025 19:01:57,5.08
5/10/2025 20:00:00,3.5,5/10/2025 20:00:00,0.0,5/10/2025 20:01:57,4.90
5/10/2025 21:00:00,3.8,5/10/2025 21:00:00,0.5,5/10/2025 21:01:58,4.88
5/10/2025 22:00:00,4,5/10/2025 22:00:00,1.5,5/10/2025 22:01:58,4.81
5/10/2025 23:00:00,4.2,5/10/2025 23:00:00,2.0,5/10/2025 23:01:59,4.78
5/11/2025 0:00:00,5.4,5/11/2025 0:00:00,4.0,5/11/2025 0:02:00,5.78
5/11/2025 1:00:00,6.6,5/11/2025 1:00:00,7.3,5/11/2025 1:02:00,6.32
5/11/2025 2:00:00,7,5/11/2025 2:00:00,6.5,5/11/2025 2:02:01,4.97
5/11/2025 3:00:00,11.4,5/11/2025 3:00:00,6.8,5/11/2025 3:02:01,4.66
5/11/2025 4:00:00,9.9,5/11/2025 4:00:00,8.3,5/11/2025 4:02:02,4.57
5/11/2025 5:00:00,8.8,5/11/2025 5:00:00,10.0,5/11/2025 5:04:02,4.86
5/11/2025 6:00:00,7.9,5/11/2025 6:00:00,11.0,5/11/2025 6:00:03,4.85
5/11/2025 7:00:00,8.4,5/11/2025 7:00:00,10.5,5/11/2025 7:02:04,4.60
5/11/2025 8:00:00,8.3,5/11/2025 8:00:00,10.5,5/11/2025 8:02:04,4.37
5/11/2025 9:00:00,8.8,5/11/2025 9:00:00,11.0,5/11/2025 9:02:05,4.38
5/11/2025 10:00:00,8.5,5/11/2025 10:00:00,11.0,5/11/2025 10:02:05,4.52
5/11/2025 11:00:00,12.8,5/11/2025 11:00:00,13.3,5/11/2025 11:02:06,8.64
5/11/2025 12:00:00,18.7,5/11/2025 12:00:00,35.3,5/11/2025 12:00:06,16.39
5/11/2025 13:00:00,7.5,5/11/2025 13:00:00,11.0,5/11/2025 13:00:07,7.02
5/11/2025 14:00:00,6.5,5/11/2025 14:00:00,6.0,5/11/2025 14:02:07,6.70
5/11/2025 15:00:00,5.3,5/11/2025 15:00:00,3.0,5/11/2025 15:02:08,6.46
5/11/2025 16:00:00,5.3,5/11/2025 16:00:00,3.3,5/11/2025 16:00:09,6.48
5/11/2025 17:00:00,5.2,5/11/2025 17:00:00,3.0,5/11/2025 17:02:09,6.26
5/11/2025 18:00:00,5.2,5/11/2025 18:00:00,2.8,5/11/2025 18:02:10,6.26
5/11/2025 19:00:00,5.7,5/11/2025 19:00:00,3.5,5/11/2025 19:02:10,6.38
5/11/2025 20:00:00,6.5,5/11/2025 20:00:00,4.5,5/11/2025 20:00:11,6.51
5/11/2025 21:00:00,7.1,5/11/2025 21:00:00,5.5,5/11/2025 21:02:12,6.69
