"Data from Richmond MathScience Innovation Center (37.55652, -77.40027)
* Davis data from 11/2 on may be off by one hour; daylight savings time doesn't appear to have been accounted for when the data was downloaded from Davis (weatherlink.com)",,,,,
"DEQ Date & Time
(UTC)","DEQ PM2.5
(ug/m^3)","Davis Date & Time*
(UTC)","Davis PM2.5
(ug/m^3)","PurpleAir Date & Time 
(UTC)","PurpleAir PM2.5
CORRECTED
(ug/m^3)"
6/19/2025 19:00:00,6.2,6/19/2025 19:00:00,5.0,6/19/2025 19:02:00,5.52
6/19/2025 20:00:00,6.2,6/19/2025 20:00:00,5.0,6/19/2025 20:02:01,5.54
6/19/2025 21:00:00,5.3,6/19/2025 21:00:00,2.8,6/19/2025 21:02:01,1.19
6/19/2025 22:00:00,4.4,6/19/2025 22:00:00,2.0,6/19/2025 22:02:01,0.34
6/19/2025 23:00:00,4.3,6/19/2025 23:00:00,2.0,6/19/2025 23:02:02,0.97
6/20/2025 0:00:00,4.9,6/20/2025 0:00:00,2.5,6/20/2025 0:02:04,1.44
6/20/2025 1:00:00,5,6/20/2025 1:00:00,3.8,6/20/2025 1:02:03,1.54
6/20/2025 2:00:00,5,6/20/2025 2:00:00,3.8,6/20/2025 2:02:04,1.22
6/20/2025 3:00:00,4.5,6/20/2025 3:00:00,2.3,6/20/2025 3:02:04,0.76
6/20/2025 4:00:00,4.4,6/20/2025 4:00:00,2.0,6/20/2025 4:02:05,0.64
6/20/2025 5:00:00,4.5,6/20/2025 5:00:00,2.0,6/20/2025 5:04:06,0.58
6/20/2025 6:00:00,4.7,6/20/2025 6:00:00,2.5,6/20/2025 6:02:06,0.58
6/20/2025 7:00:00,4.8,6/20/2025 7:00:00,3.0,6/20/2025 7:02:07,0.66
6/20/2025 8:00:00,5.1,6/20/2025 8:00:00,3.8,6/20/2025 8:02:07,0.53
6/20/2025 9:00:00,5,6/20/2025 9:00:00,3.8,6/20/2025 9:02:08,0.29
6/20/2025 10:00:00,4.8,6/20/2025 10:00:00,3.5,6/20/2025 10:02:08,0.29
6/20/2025 11:00:00,4.3,6/20/2025 11:00:00,2.8,6/20/2025 11:02:09,1.45
6/20/2025 12:00:00,4,6/20/2025 12:00:00,1.0,6/20/2025 12:02:10,3.28
6/20/2025 13:00:00,4.2,6/20/2025 13:00:00,1.0,6/20/2025 13:02:10,4.36
6/20/2025 14:00:00,5.1,6/20/2025 14:00:00,2.5,6/20/2025 14:02:11,5.38
6/20/2025 15:00:00,5.7,6/20/2025 15:00:00,4.0,6/20/2025 15:02:12,6.15
6/20/2025 16:00:00,6.2,6/20/2025 16:00:00,4.8,6/20/2025 16:02:12,6.64
6/20/2025 17:00:00,6.6,6/20/2025 17:00:00,5.5,6/20/2025 17:02:13,6.73
6/20/2025 18:00:00,6.8,6/20/2025 18:00:00,5.3,6/20/2025 18:02:13,7.03
6/20/2025 19:00:00,6.9,6/20/2025 19:00:00,5.5,6/20/2025 19:02:14,7.12
6/20/2025 20:00:00,6.7,6/20/2025 20:00:00,5.5,6/20/2025 20:02:15,6.99
6/20/2025 21:00:00,6.8,6/20/2025 21:00:00,5.3,6/20/2025 21:02:15,7.00
6/20/2025 22:00:00,6.9,6/20/2025 22:00:00,6.0,6/20/2025 22:02:16,6.96
6/20/2025 23:00:00,7.3,6/20/2025 23:00:00,6.5,6/20/2025 23:02:16,6.87
6/21/2025 0:00:00,7.7,6/21/2025 0:00:00,7.5,6/21/2025 0:02:17,7.11
6/21/2025 1:00:00,8.5,6/21/2025 1:00:00,9.3,6/21/2025 1:02:17,7.39
6/21/2025 2:00:00,8.9,6/21/2025 2:00:00,10.0,6/21/2025 2:02:18,7.31
6/21/2025 3:00:00,9.3,6/21/2025 3:00:00,11.5,6/21/2025 3:02:18,7.60
6/21/2025 4:00:00,9.6,6/21/2025 4:00:00,12.0,6/21/2025 4:02:19,7.33
6/21/2025 5:00:00,9.9,6/21/2025 5:00:00,13.3,6/21/2025 5:04:19,7.23
6/21/2025 6:00:00,9.8,6/21/2025 6:00:00,13.5,6/21/2025 6:02:20,7.30
6/21/2025 7:00:00,9.9,6/21/2025 7:00:00,14.0,6/21/2025 7:02:21,7.13
6/21/2025 8:00:00,10.1,6/21/2025 8:00:00,14.0,6/21/2025 8:02:21,7.15
6/21/2025 9:00:00,10,6/21/2025 9:00:00,14.0,6/21/2025 9:02:22,7.16
6/21/2025 10:00:00,10.2,6/21/2025 10:00:00,14.0,6/21/2025 10:02:22,6.77
6/21/2025 11:00:00,10.4,6/21/2025 11:00:00,14.8,6/21/2025 11:02:23,7.88
6/21/2025 12:00:00,9.7,6/21/2025 12:00:00,13.8,6/21/2025 12:02:23,8.91
6/21/2025 13:00:00,9.1,6/21/2025 13:00:00,11.5,6/21/2025 13:02:24,8.47
6/21/2025 14:00:00,8.4,6/21/2025 14:00:00,9.3,6/21/2025 14:02:25,8.21
6/21/2025 15:00:00,8.4,6/21/2025 15:00:00,8.8,6/21/2025 15:02:25,8.13
6/21/2025 16:00:00,7.8,6/21/2025 16:00:00,8.8,6/21/2025 16:02:26,7.81
6/21/2025 17:00:00,7.6,6/21/2025 17:00:00,7.8,6/21/2025 17:02:26,7.53
6/21/2025 18:00:00,7.6,6/21/2025 18:00:00,7.8,6/21/2025 18:02:27,7.75
6/21/2025 19:00:00,8,6/21/2025 19:00:00,8.5,6/21/2025 19:02:27,8.07
6/21/2025 20:00:00,8.3,6/21/2025 20:00:00,9.5,6/21/2025 20:02:28,8.15
6/21/2025 21:00:00,8.5,6/21/2025 21:00:00,9.5,6/21/2025 21:02:28,8.43
6/21/2025 22:00:00,8.7,6/21/2025 22:00:00,10.0,6/21/2025 22:02:29,8.45
6/21/2025 23:00:00,8.8,6/21/2025 23:00:00,10.8,6/21/2025 23:02:30,8.59
6/22/2025 0:00:00,9.2,6/22/2025 0:00:00,12.0,6/22/2025 0:02:30,8.88
6/22/2025 1:00:00,9.5,6/22/2025 1:00:00,13.0,6/22/2025 1:02:31,8.96
6/22/2025 2:00:00,9.9,6/22/2025 2:00:00,15.0,6/22/2025 2:02:31,9.35
6/22/2025 3:00:00,9.7,6/22/2025 3:00:00,16.3,6/22/2025 3:02:32,9.02
6/22/2025 4:00:00,9.8,6/22/2025 4:00:00,16.5,6/22/2025 4:02:32,8.63
6/22/2025 5:00:00,9.6,6/22/2025 5:00:00,15.0,6/22/2025 5:04:33,8.24
6/22/2025 6:00:00,9.5,6/22/2025 6:00:00,15.8,6/22/2025 6:02:34,7.96
6/22/2025 7:00:00,9,6/22/2025 7:00:00,14.5,6/22/2025 7:02:34,7.41
6/22/2025 8:00:00,8.7,6/22/2025 8:00:00,14.5,6/22/2025 8:02:35,7.30
6/22/2025 9:00:00,8.9,6/22/2025 9:00:00,15.5,6/22/2025 9:02:35,7.61
6/22/2025 10:00:00,9.2,6/22/2025 10:00:00,17.0,6/22/2025 10:02:36,8.38
6/22/2025 11:00:00,9.1,6/22/2025 11:00:00,18.8,6/22/2025 11:02:36,9.33
6/22/2025 12:00:00,9.2,6/22/2025 12:00:00,17.3,6/22/2025 12:02:37,9.64
6/22/2025 13:00:00,9,6/22/2025 13:00:00,15.8,6/22/2025 13:02:37,9.60
6/22/2025 14:00:00,8.9,6/22/2025 14:00:00,14.3,6/22/2025 14:02:38,9.38
6/22/2025 15:00:00,9.1,6/22/2025 15:00:00,14.0,6/22/2025 15:02:39,10.01
6/22/2025 16:00:00,10,6/22/2025 16:00:00,14.5,6/22/2025 16:02:39,10.36
6/22/2025 17:00:00,10,6/22/2025 17:00:00,14.0,6/22/2025 17:02:40,10.09
6/22/2025 18:00:00,9.9,6/22/2025 18:00:00,14.0,6/22/2025 18:02:41,10.35
6/22/2025 19:00:00,9.8,6/22/2025 19:00:00,13.5,6/22/2025 19:02:41,10.02
6/22/2025 20:00:00,9.9,6/22/2025 20:00:00,13.8,6/22/2025 20:02:42,10.10
6/22/2025 21:00:00,9.9,6/22/2025 21:00:00,14.8,6/22/2025 21:02:42,10.37
6/22/2025 22:00:00,9.9,6/22/2025 22:00:00,15.8,6/22/2025 22:02:43,10.65
6/22/2025 23:00:00,10.5,6/22/2025 23:00:00,17.5,6/22/2025 23:00:43,11.06
6/23/2025 0:00:00,10.4,6/23/2025 0:00:00,18.0,6/23/2025 0:02:44,10.90
6/23/2025 1:00:00,10.3,6/23/2025 1:00:00,19.3,6/23/2025 1:00:44,11.12
6/23/2025 2:00:00,10.5,6/23/2025 2:00:00,20.8,6/23/2025 2:00:45,11.54
6/23/2025 3:00:00,11,6/23/2025 3:00:00,22.8,6/23/2025 3:02:45,12.06
6/23/2025 4:00:00,11.7,6/23/2025 4:00:00,25.0,6/23/2025 4:00:46,12.63
6/23/2025 5:00:00,12.9,6/23/2025 5:00:00,27.8,6/23/2025 5:04:47,14.02
6/23/2025 6:00:00,13.2,6/23/2025 6:00:00,29.3,6/23/2025 6:00:47,14.27
6/23/2025 7:00:00,14,6/23/2025 7:00:00,31.0,6/23/2025 7:00:48,15.20
6/23/2025 8:00:00,14.3,6/23/2025 8:00:00,32.0,6/23/2025 8:00:49,15.84
6/23/2025 9:00:00,13.9,6/23/2025 9:00:00,32.0,6/23/2025 9:02:50,15.66
6/23/2025 10:00:00,13.8,6/23/2025 10:00:00,32.0,6/23/2025 10:02:50,15.88
6/23/2025 11:00:00,12.7,6/23/2025 11:00:00,31.0,6/23/2025 11:00:51,15.00
6/23/2025 12:00:00,11.7,6/23/2025 12:00:00,27.5,6/23/2025 12:00:51,14.36
6/23/2025 13:00:00,12.1,6/23/2025 13:00:00,24.8,6/23/2025 13:00:52,13.37
6/23/2025 14:00:00,12.8,6/23/2025 14:00:00,21.3,6/23/2025 14:02:52,11.79
6/23/2025 15:00:00,13,6/23/2025 15:00:00,18.5,6/23/2025 15:02:53,11.39
6/23/2025 16:00:00,12.5,6/23/2025 16:00:00,17.0,6/23/2025 16:00:54,10.64
6/23/2025 17:00:00,13.1,6/23/2025 17:00:00,16.5,6/23/2025 17:00:54,10.97
6/23/2025 18:00:00,13.4,6/23/2025 18:00:00,16.5,6/23/2025 18:00:58,11.49
6/23/2025 19:00:00,14.4,6/23/2025 19:00:00,17.3,6/23/2025 19:02:55,11.64
6/23/2025 20:00:00,15.1,6/23/2025 20:00:00,17.8,6/23/2025 20:02:56,12.00
6/23/2025 21:00:00,14.9,6/23/2025 21:00:00,18.8,6/23/2025 21:00:56,12.35
6/23/2025 22:00:00,14.1,6/23/2025 22:00:00,17.3,6/23/2025 22:00:57,11.23
6/23/2025 23:00:00,12.9,6/23/2025 23:00:00,15.8,6/23/2025 23:00:00,
6/24/2025 0:00:00,12.7,6/24/2025 0:00:00,16.5,6/24/2025 0:00:00,
6/24/2025 1:00:00,12.8,6/24/2025 1:00:00,18.8,6/24/2025 1:00:00,
6/24/2025 2:00:00,13.6,6/24/2025 2:00:00,22.8,6/24/2025 2:00:59,11.04
6/24/2025 3:00:00,13.8,6/24/2025 3:00:00,25.3,6/24/2025 3:01:00,12.18
6/24/2025 4:00:00,14.6,6/24/2025 4:00:00,27.0,6/24/2025 4:01:00,12.92
6/24/2025 5:00:00,14.4,6/24/2025 5:00:00,28.0,6/24/2025 5:03:01,13.20
6/24/2025 6:00:00,14.3,6/24/2025 6:00:00,27.8,6/24/2025 6:01:01,12.90
6/24/2025 7:00:00,14.2,6/24/2025 7:00:00,27.3,6/24/2025 7:01:02,12.53
6/24/2025 8:00:00,14,6/24/2025 8:00:00,27.3,6/24/2025 8:01:03,12.39
6/24/2025 9:00:00,14.4,6/24/2025 9:00:00,27.8,6/24/2025 9:01:03,12.71
6/24/2025 10:00:00,14.4,6/24/2025 10:00:00,28.3,6/24/2025 10:01:04,13.71
6/24/2025 11:00:00,14.1,6/24/2025 11:00:00,28.8,6/24/2025 11:01:04,13.13
6/24/2025 12:00:00,14.9,6/24/2025 12:00:00,25.3,6/24/2025 12:01:05,12.98
6/24/2025 13:00:00,14.7,6/24/2025 13:00:00,23.0,6/24/2025 13:01:05,12.14
6/24/2025 14:00:00,14.9,6/24/2025 14:00:00,19.8,6/24/2025 14:01:06,11.41
6/24/2025 15:00:00,14.3,6/24/2025 15:00:00,17.0,6/24/2025 15:01:06,10.44
6/24/2025 16:00:00,14,6/24/2025 16:00:00,15.3,6/24/2025 16:01:07,10.40
6/24/2025 17:00:00,15,6/24/2025 17:00:00,16.5,6/24/2025 17:01:08,11.44
6/24/2025 18:00:00,14.7,6/24/2025 18:00:00,15.5,6/24/2025 18:01:08,10.55
6/24/2025 19:00:00,15.6,6/24/2025 19:00:00,12.3,6/24/2025 19:01:09,9.80
6/24/2025 20:00:00,16.1,6/24/2025 20:00:00,13.8,6/24/2025 20:03:09,9.85
6/24/2025 21:00:00,16.4,6/24/2025 21:00:00,13.3,6/24/2025 21:01:10,10.05
6/24/2025 22:00:00,17.7,6/24/2025 22:00:00,16.0,6/24/2025 22:01:10,10.82
6/24/2025 23:00:00,18.3,6/24/2025 23:00:00,17.8,6/24/2025 23:01:11,11.10
6/25/2025 0:00:00,19,6/25/2025 0:00:00,19.3,6/25/2025 0:01:11,11.25
6/25/2025 1:00:00,19.9,6/25/2025 1:00:00,22.5,6/25/2025 1:00:00,
6/25/2025 2:00:00,20.6,6/25/2025 2:00:00,24.5,6/25/2025 2:00:00,
6/25/2025 3:00:00,21.8,6/25/2025 3:00:00,27.3,6/25/2025 3:01:13,12.49
6/25/2025 4:00:00,21.6,6/25/2025 4:00:00,27.5,6/25/2025 4:01:14,12.66
6/25/2025 5:00:00,21.9,6/25/2025 5:00:00,27.8,6/25/2025 5:03:14,12.69
6/25/2025 6:00:00,22.5,6/25/2025 6:00:00,28.0,6/25/2025 6:01:15,13.13
6/25/2025 7:00:00,23,6/25/2025 7:00:00,29.5,6/25/2025 7:01:15,13.91
6/25/2025 8:00:00,22.6,6/25/2025 8:00:00,30.0,6/25/2025 8:01:17,14.28
6/25/2025 9:00:00,22.8,6/25/2025 9:00:00,30.0,6/25/2025 9:01:17,14.44
6/25/2025 10:00:00,22.5,6/25/2025 10:00:00,30.0,6/25/2025 10:01:17,14.51
6/25/2025 11:00:00,25.8,6/25/2025 11:00:00,31.3,6/25/2025 11:01:18,16.31
6/25/2025 12:00:00,23.6,6/25/2025 12:00:00,29.0,6/25/2025 12:01:18,13.14
6/25/2025 13:00:00,,6/25/2025 13:00:00,23.5,6/25/2025 13:01:19,12.10
6/25/2025 14:00:00,19.5,6/25/2025 14:00:00,18.8,6/25/2025 14:03:20,11.07
6/25/2025 15:00:00,18,6/25/2025 15:00:00,17.0,6/25/2025 15:01:20,10.83
6/25/2025 16:00:00,17.7,6/25/2025 16:00:00,16.5,6/25/2025 16:01:21,11.11
6/25/2025 17:00:00,17.6,6/25/2025 17:00:00,16.0,6/25/2025 17:01:21,11.20
6/25/2025 18:00:00,18.1,6/25/2025 18:00:00,17.3,6/25/2025 18:03:22,11.75
6/25/2025 19:00:00,17.5,6/25/2025 19:00:00,16.3,6/25/2025 19:01:24,11.11
6/25/2025 20:00:00,15.8,6/25/2025 20:00:00,16.3,6/25/2025 20:01:25,10.74
6/25/2025 21:00:00,13.3,6/25/2025 21:00:00,15.0,6/25/2025 21:01:26,10.01
6/25/2025 22:00:00,11,6/25/2025 22:00:00,11.5,6/25/2025 22:00:00,
6/25/2025 23:00:00,10.3,6/25/2025 23:00:00,11.3,6/25/2025 23:00:00,
6/26/2025 0:00:00,11.1,6/26/2025 0:00:00,15.3,6/26/2025 0:00:00,
6/26/2025 1:00:00,11.7,6/26/2025 1:00:00,18.0,6/26/2025 1:00:00,
6/26/2025 2:00:00,12.3,6/26/2025 2:00:00,20.8,6/26/2025 2:01:29,10.28
6/26/2025 3:00:00,12,6/26/2025 3:00:00,23.0,6/26/2025 3:03:30,10.49
6/26/2025 4:00:00,12.2,6/26/2025 4:00:00,23.8,6/26/2025 4:01:30,10.53
6/26/2025 5:00:00,12.4,6/26/2025 5:00:00,24.5,6/26/2025 5:03:31,10.63
6/26/2025 6:00:00,12.3,6/26/2025 6:00:00,25.0,6/26/2025 6:01:31,11.06
6/26/2025 7:00:00,12.3,6/26/2025 7:00:00,25.5,6/26/2025 7:01:32,11.43
6/26/2025 8:00:00,12.6,6/26/2025 8:00:00,25.5,6/26/2025 8:01:33,11.45
6/26/2025 9:00:00,13.1,6/26/2025 9:00:00,26.8,6/26/2025 9:01:33,12.05
6/26/2025 10:00:00,12.6,6/26/2025 10:00:00,25.0,6/26/2025 10:01:33,10.92
6/26/2025 11:00:00,12.3,6/26/2025 11:00:00,24.3,6/26/2025 11:00:00,
6/26/2025 12:00:00,11.9,6/26/2025 12:00:00,20.5,6/26/2025 12:00:00,
6/26/2025 13:00:00,12.5,6/26/2025 13:00:00,20.3,6/26/2025 13:01:35,11.01
6/26/2025 14:00:00,11.3,6/26/2025 14:00:00,16.5,6/26/2025 14:01:36,10.11
6/26/2025 15:00:00,12,6/26/2025 15:00:00,16.8,6/26/2025 15:01:38,10.83
6/26/2025 16:00:00,12.7,6/26/2025 16:00:00,18.8,6/26/2025 16:01:38,11.82
6/26/2025 17:00:00,14.1,6/26/2025 17:00:00,20.3,6/26/2025 17:01:39,12.42
6/26/2025 18:00:00,15.6,6/26/2025 18:00:00,22.0,6/26/2025 18:01:40,13.29
6/26/2025 19:00:00,15.2,6/26/2025 19:00:00,23.0,6/26/2025 19:03:47,13.29
6/26/2025 20:00:00,,6/26/2025 20:00:00,20.0,6/26/2025 20:00:00,
6/26/2025 21:00:00,,6/26/2025 21:00:00,,6/26/2025 21:00:00,
6/26/2025 22:00:00,,6/26/2025 22:00:00,,6/26/2025 22:00:00,
6/26/2025 23:00:00,,6/26/2025 23:00:00,,6/26/2025 23:00:00,
6/27/2025 0:00:00,,6/27/2025 0:00:00,,6/27/2025 0:00:00,
6/27/2025 1:00:00,,6/27/2025 1:00:00,,6/27/2025 1:00:00,
6/27/2025 2:00:00,,6/27/2025 2:00:00,,6/27/2025 2:00:00,
6/27/2025 3:00:00,,6/27/2025 3:00:00,,6/27/2025 3:00:00,
6/27/2025 4:00:00,,6/27/2025 4:00:00,22.0,6/27/2025 4:00:00,
6/27/2025 5:00:00,,6/27/2025 5:00:00,19.8,6/27/2025 5:04:53,11.31
6/27/2025 6:00:00,10.2,6/27/2025 6:00:00,19.5,6/27/2025 6:00:54,11.91
6/27/2025 7:00:00,9.6,6/27/2025 7:00:00,19.8,6/27/2025 7:00:54,11.48
6/27/2025 8:00:00,9.4,6/27/2025 8:00:00,18.3,6/27/2025 8:04:55,11.20
6/27/2025 9:00:00,7.7,6/27/2025 9:00:00,14.8,6/27/2025 9:00:55,8.85
6/27/2025 10:00:00,4.7,6/27/2025 10:00:00,5.5,6/27/2025 10:00:56,5.15
6/27/2025 11:00:00,5.7,6/27/2025 11:00:00,5.5,6/27/2025 11:02:57,6.13
6/27/2025 12:00:00,8.7,6/27/2025 12:00:00,12.3,6/27/2025 12:00:57,9.36
6/27/2025 13:00:00,11.6,6/27/2025 13:00:00,19.8,6/27/2025 13:00:58,12.35
6/27/2025 14:00:00,12.5,6/27/2025 14:00:00,21.8,6/27/2025 14:00:58,12.53
6/27/2025 15:00:00,12.3,6/27/2025 15:00:00,23.0,6/27/2025 15:00:59,13.05
6/27/2025 16:00:00,15,6/27/2025 16:00:00,25.0,6/27/2025 16:00:59,14.68
6/27/2025 17:00:00,14.2,6/27/2025 17:00:00,26.8,6/27/2025 17:01:00,14.93
6/27/2025 18:00:00,12.1,6/27/2025 18:00:00,25.5,6/27/2025 18:01:01,13.46
6/27/2025 19:00:00,9.5,6/27/2025 19:00:00,20.8,6/27/2025 19:01:01,11.56
6/27/2025 20:00:00,7.6,6/27/2025 20:00:00,17.5,6/27/2025 20:01:02,10.80
6/27/2025 21:00:00,7.5,6/27/2025 21:00:00,18.5,6/27/2025 21:01:02,11.18
6/27/2025 22:00:00,8.2,6/27/2025 22:00:00,19.3,6/27/2025 22:01:03,11.34
6/27/2025 23:00:00,8.2,6/27/2025 23:00:00,19.3,6/27/2025 23:01:03,11.55
6/28/2025 0:00:00,9.1,6/28/2025 0:00:00,19.8,6/28/2025 0:01:04,12.05
6/28/2025 1:00:00,9.4,6/28/2025 1:00:00,19.3,6/28/2025 1:01:04,11.92
6/28/2025 2:00:00,9.7,6/28/2025 2:00:00,19.5,6/28/2025 2:01:05,12.10
6/28/2025 3:00:00,8.2,6/28/2025 3:00:00,17.5,6/28/2025 3:01:05,10.41
6/28/2025 4:00:00,7.9,6/28/2025 4:00:00,14.3,6/28/2025 4:01:06,9.61
6/28/2025 5:00:00,8.7,6/28/2025 5:00:00,14.8,6/28/2025 5:03:07,10.00
6/28/2025 6:00:00,8.8,6/28/2025 6:00:00,15.3,6/28/2025 6:01:07,10.42
6/28/2025 7:00:00,10,6/28/2025 7:00:00,16.3,6/28/2025 7:01:08,11.10
6/28/2025 8:00:00,11.2,6/28/2025 8:00:00,18.8,6/28/2025 8:01:08,12.20
6/28/2025 9:00:00,11.4,6/28/2025 9:00:00,19.0,6/28/2025 9:01:09,12.76
6/28/2025 10:00:00,13.8,6/28/2025 10:00:00,22.5,6/28/2025 10:01:09,14.37
6/28/2025 11:00:00,16.9,6/28/2025 11:00:00,24.8,6/28/2025 11:01:10,15.28
6/28/2025 12:00:00,16.7,6/28/2025 12:00:00,27.0,6/28/2025 12:01:10,16.08
6/28/2025 13:00:00,14.3,6/28/2025 13:00:00,27.8,6/28/2025 13:01:11,15.76
6/28/2025 14:00:00,9.9,6/28/2025 14:00:00,20.5,6/28/2025 14:00:00,
6/28/2025 15:00:00,6.6,6/28/2025 15:00:00,13.3,6/28/2025 15:00:00,
6/28/2025 16:00:00,6.8,6/28/2025 16:00:00,11.8,6/28/2025 16:00:00,
6/28/2025 17:00:00,7.7,6/28/2025 17:00:00,15.0,6/28/2025 17:00:00,
6/28/2025 18:00:00,7.6,6/28/2025 18:00:00,15.0,6/28/2025 18:00:00,
6/28/2025 19:00:00,7.6,6/28/2025 19:00:00,14.8,6/28/2025 19:03:14,8.49
6/28/2025 20:00:00,9,6/28/2025 20:00:00,17.0,6/28/2025 20:00:00,
6/28/2025 21:00:00,9.4,6/28/2025 21:00:00,20.3,6/28/2025 21:01:15,11.26
6/28/2025 22:00:00,10.2,6/28/2025 22:00:00,22.0,6/28/2025 22:01:16,11.88
6/28/2025 23:00:00,10.1,6/28/2025 23:00:00,23.0,6/28/2025 23:01:17,12.06
6/29/2025 0:00:00,11.4,6/29/2025 0:00:00,23.8,6/29/2025 0:01:17,13.36
6/29/2025 1:00:00,9.8,6/29/2025 1:00:00,26.3,6/29/2025 1:01:18,12.98
6/29/2025 2:00:00,9.1,6/29/2025 2:00:00,24.3,6/29/2025 2:01:18,13.19
6/29/2025 3:00:00,9.5,6/29/2025 3:00:00,26.3,6/29/2025 3:01:19,14.99
6/29/2025 4:00:00,10.4,6/29/2025 4:00:00,28.0,6/29/2025 4:01:19,15.75
6/29/2025 5:00:00,10.1,6/29/2025 5:00:00,28.3,6/29/2025 5:03:20,15.73
6/29/2025 6:00:00,10.7,6/29/2025 6:00:00,28.8,6/29/2025 6:01:21,16.14
6/29/2025 7:00:00,11.2,6/29/2025 7:00:00,27.5,6/29/2025 7:01:21,14.92
6/29/2025 8:00:00,11.5,6/29/2025 8:00:00,27.8,6/29/2025 8:01:22,15.64
6/29/2025 9:00:00,11,6/29/2025 9:00:00,26.5,6/29/2025 9:01:22,14.53
6/29/2025 10:00:00,10.8,6/29/2025 10:00:00,24.5,6/29/2025 10:01:23,13.74
6/29/2025 11:00:00,10.3,6/29/2025 11:00:00,23.5,6/29/2025 11:01:23,12.67
6/29/2025 12:00:00,8.9,6/29/2025 12:00:00,18.5,6/29/2025 12:01:24,9.91
6/29/2025 13:00:00,8.1,6/29/2025 13:00:00,15.5,6/29/2025 13:00:00,
6/29/2025 14:00:00,8.1,6/29/2025 14:00:00,15.0,6/29/2025 14:00:00,
6/29/2025 15:00:00,8.4,6/29/2025 15:00:00,16.3,6/29/2025 15:00:00,
6/29/2025 16:00:00,8.3,6/29/2025 16:00:00,16.0,6/29/2025 16:00:00,
6/29/2025 17:00:00,8.8,6/29/2025 17:00:00,16.5,6/29/2025 17:00:00,
6/29/2025 18:00:00,8.6,6/29/2025 18:00:00,15.8,6/29/2025 18:00:00,
6/29/2025 19:00:00,8.7,6/29/2025 19:00:00,15.8,6/29/2025 19:00:00,
6/29/2025 20:00:00,8.7,6/29/2025 20:00:00,17.8,6/29/2025 20:01:29,9.27
6/29/2025 21:00:00,6.8,6/29/2025 21:00:00,13.3,6/29/2025 21:00:00,
6/29/2025 22:00:00,5.5,6/29/2025 22:00:00,8.3,6/29/2025 22:05:30,5.23
6/29/2025 23:00:00,4.2,6/29/2025 23:00:00,5.8,6/29/2025 23:01:31,4.59
6/30/2025 0:00:00,4.9,6/30/2025 0:00:00,5.5,6/30/2025 0:01:31,5.31
6/30/2025 1:00:00,6.1,6/30/2025 1:00:00,10.8,6/30/2025 1:00:00,
6/30/2025 2:00:00,6.2,6/30/2025 2:00:00,10.5,6/30/2025 2:01:32,7.20
6/30/2025 3:00:00,7,6/30/2025 3:00:00,10.0,6/30/2025 3:01:33,7.65
6/30/2025 4:00:00,7.5,6/30/2025 4:00:00,11.0,6/30/2025 4:01:33,8.18
6/30/2025 5:00:00,7.6,6/30/2025 5:00:00,12.0,6/30/2025 5:09:42,7.89
6/30/2025 6:00:00,7,6/30/2025 6:00:00,10.0,6/30/2025 6:01:34,7.05
6/30/2025 7:00:00,7.2,6/30/2025 7:00:00,9.3,6/30/2025 7:01:35,7.03
6/30/2025 8:00:00,8.1,6/30/2025 8:00:00,10.3,6/30/2025 8:01:35,7.53
6/30/2025 9:00:00,8.2,6/30/2025 9:00:00,10.5,6/30/2025 9:01:36,7.72
6/30/2025 10:00:00,8,6/30/2025 10:00:00,12.0,6/30/2025 10:01:37,8.34
6/30/2025 11:00:00,9.1,6/30/2025 11:00:00,16.8,6/30/2025 11:01:37,10.97
6/30/2025 12:00:00,9,6/30/2025 12:00:00,19.8,6/30/2025 12:00:00,
6/30/2025 13:00:00,9.3,6/30/2025 13:00:00,24.5,6/30/2025 13:00:00,
6/30/2025 14:00:00,9.4,6/30/2025 14:00:00,25.0,6/30/2025 14:00:00,
6/30/2025 15:00:00,9.6,6/30/2025 15:00:00,24.0,6/30/2025 15:00:00,
6/30/2025 16:00:00,9.7,6/30/2025 16:00:00,24.3,6/30/2025 16:00:00,
6/30/2025 17:00:00,9.4,6/30/2025 17:00:00,19.5,6/30/2025 17:00:00,
6/30/2025 18:00:00,9.7,6/30/2025 18:00:00,19.8,6/30/2025 18:00:00,
6/30/2025 19:00:00,9.7,6/30/2025 19:00:00,17.8,6/30/2025 19:00:00,
6/30/2025 20:00:00,9.5,6/30/2025 20:00:00,18.5,6/30/2025 20:00:00,
6/30/2025 21:00:00,10.2,6/30/2025 21:00:00,20.5,6/30/2025 21:00:00,
6/30/2025 22:00:00,9.3,6/30/2025 22:00:00,19.5,6/30/2025 22:00:00,
6/30/2025 23:00:00,9.1,6/30/2025 23:00:00,20.3,6/30/2025 23:00:00,
7/1/2025 0:00:00,8.8,7/1/2025 0:00:00,19.5,7/1/2025 0:00:00,
7/1/2025 1:00:00,8.6,7/1/2025 1:00:00,17.3,7/1/2025 1:00:00,
7/1/2025 2:00:00,8.8,7/1/2025 2:00:00,19.0,7/1/2025 2:00:00,
7/1/2025 3:00:00,9.1,7/1/2025 3:00:00,21.0,7/1/2025 3:02:23,8.17
7/1/2025 4:00:00,9.6,7/1/2025 4:00:00,14.3,7/1/2025 4:00:00,
7/1/2025 5:00:00,9.1,7/1/2025 5:00:00,8.5,7/1/2025 5:04:33,2.73
